,LOF (outlier score),LogReg (entropy),LogReg (max prob),AE (reconstr err),NN (entropy),NN (max prob),PPCA (log prob),VAE (reconstr err),VAE (latent prob),VAE (latent prior prob),VAE (reconstr err grad),NNEnsemble (entropy),NNEnsemble (std),NNEnsemble (mutual information),MCDropout (entropy),MCDropout (std),MCDropout (mutual information),Number of models
8560,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4946,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17301,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4173,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11065,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1293,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4769,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16045,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11578,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3922,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8112,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17307,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10578,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11599,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
389,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12812,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14715,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3560,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4821,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6340,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5633,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10825,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6309,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12506,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1518,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6163,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13237,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12690,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17697,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16601,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12360,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12768,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16561,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4195,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16590,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14576,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13867,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9280,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15499,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6409,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15201,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15239,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8399,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6241,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
